,Open,High,Low,Close,Volume
2010-03-18,16.9,16.9,16.06,16.06,12325182
2010-03-19,15.45,16.75,15.32,16.4,10236818
2010-03-22,16.25,17,16.25,16.82,5102940
2010-03-23,16.85,17.64,16.85,17.49,4697470
2010-03-24,17.57,17.9,17.05,17.22,7292892
2010-03-25,17,17.72,17,17.36,4422669
2010-03-26,17.5,17.98,17.5,17.75,5650963
2010-03-29,18,18.63,18,18.63,6570349
2010-03-30,19.56,19.56,18.05,19.5,9177885
2010-03-31,19.23,19.23,18.53,18.53,9724594
2010-04-01,18.3,19.39,18.01,19,6155202
2010-04-06,19.4,19.93,19.12,19.5,5601558
2010-04-07,19.6,20.47,19.6,20.47,5979106
2010-04-08,20.55,21.49,20.55,21.49,3521411
2010-04-09,22.56,22.56,21.01,22.56,11993709
2010-04-12,23.26,23.68,23.26,23.68,2485990
2010-04-13,24.86,24.86,23,23,10942333
2010-04-14,22.5,22.85,21.85,22.01,11636402
2010-04-15,21.5,23.11,21.23,22.99,9737981
2010-04-16,23.1,24.13,23.1,24.13,4949748
2010-04-19,24.06,25.33,24.06,25.33,5060902
2010-04-20,26.49,26.57,25.82,25.82,7306761
2010-04-21,25.7,25.7,24.53,24.53,4222964
2010-04-22,24.11,24.11,23.31,23.31,4819937
2010-04-23,23,23.35,22.4,23,5505340
2010-04-26,22.6,22.6,21.85,21.85,8286827
2010-04-27,20.82,21.85,20.76,20.76,6361408
2010-04-28,19.74,19.74,19.73,19.73,3123027
2010-04-29,19,20.71,19,20.71,4908246
2010-04-30,21.74,21.74,21.74,21.74,831923
2010-05-04,22.82,22.82,22.82,22.82,6852348
2010-05-05,23.96,23.96,23.96,23.96,3281042
2010-05-07,23.65,23.9,22.77,23.1,16943044
2010-05-10,23.24,24,23.24,23.95,1978835
2010-05-11,23.97,23.97,23.05,23.05,3532779
2010-05-12,23,23.1,22.91,23.02,3514214
2010-05-13,23.5,23.74,23.06,23.74,3174640
2010-05-14,23.74,24,23.6,24,3960144
2010-05-17,24.8,25.2,24.4,24.4,10878310
2010-05-18,24.99,25,24.5,24.5,4573377
2010-05-19,24.95,24.95,23.5,23.99,6443275
2010-05-20,23.7,23.7,23.5,23.5,2278669
2010-05-21,23.16,23.36,22.81,23,3985046
2010-05-24,22.56,22.56,22.2,22.22,1798530
2010-05-25,21.21,21.8,21.11,21.12,3707202
2010-05-26,20.37,20.37,20.07,20.07,4534911
2010-05-27,20.5,21.07,20.5,21.07,1405711
2010-05-28,22.12,22.12,22.12,22.12,4298176
2010-06-01,23.22,23.22,23.19,23.22,4208620
2010-06-02,23.22,23.22,22.8,22.8,1817574
2010-06-03,22,22.3,21.96,22,2767938
2010-06-04,22,22.2,22,22.01,2732529
2010-06-07,22,22.09,22,22.01,2084369
2010-06-08,21.27,21.36,21,21,2001205
2010-06-09,21,21,21,21,775599
2010-06-10,21.4,21.4,21.25,21.25,1078453
2010-06-11,21.3,21.3,21,21,1313511
2010-06-14,21,22,20.8,22,1509349
2010-06-15,21.45,21.45,21.45,21.45,645370
2010-06-16,21.45,21.95,21.45,21.48,1274201
2010-06-17,21.48,21.48,21.25,21.25,1157656
2010-06-18,21.3,21.5,21.3,21.5,1083606
2010-06-21,20.9,20.91,20.87,20.91,1077061
2010-06-22,20.1,20.41,20.07,20.07,3443285
2010-06-23,20.21,20.21,20,20.2,2085934
2010-06-24,20.07,20.9,20.01,20.9,1532830
2010-06-25,20.23,20.3,20.01,20.04,1788074
2010-06-28,20.05,20.99,20.01,20.2,2692878
2010-06-29,20.9,21.2,20.5,20.5,2509059
2010-06-30,20.5,21,20.5,20.55,3593208
2010-07-01,20.5,20.72,20.5,20.72,1624853
2010-07-02,21,21,20.98,21,2595427
2010-07-05,21.1,21.15,21.1,21.15,773636
2010-07-06,21.15,21.29,21.15,21.29,1429653
2010-07-07,21.29,21.5,21.29,21.32,1622349
2010-07-08,20.5,20.5,20.26,20.26,1465983
2010-07-09,19.8,19.8,19.25,19.25,2524562
2010-07-12,19.25,19.25,19,19.1,1859392
2010-07-13,19.2,19.22,19.2,19.22,1043266
2010-07-14,19.26,19.6,19.26,19.3,1928158
2010-07-15,19.3,19.33,19.3,19.3,1255865
2010-07-16,19.5,19.5,19.4,19.48,1091104
2010-07-19,19.48,19.7,19.48,19.6,881137
2010-07-20,19.6,19.81,19.56,19.7,2057832
2010-07-21,19.8,20,19.8,20,2505699
2010-07-22,20,20.1,20,20.1,1392734
2010-07-23,20.5,20.99,20.49,20.5,1163436
2010-07-26,20.9,20.9,20.5,20.5,847780
2010-07-27,20.49,20.5,20.26,20.5,784403
2010-07-28,20.45,20.5,20.41,20.5,1216402
2010-07-29,20.5,20.5,20.5,20.5,487924
2010-07-30,20.65,20.7,20.65,20.7,730272
2010-08-02,20.22,20.55,20.04,20.55,3143145
2010-08-03,20.25,20.25,20,20.12,2000942
2010-08-04,20,20,20,20,1890685
2010-08-05,20,20,20,20,439720
2010-08-06,19.95,20,19.95,20,952472
2010-08-09,20,20.5,20,20,4625982
2010-08-10,19.7,19.7,19.7,19.7,514595
2010-08-11,19.5,19.81,19.5,19.65,1586856
2010-08-12,19.52,19.8,19.52,19.8,794456
2010-08-13,19.11,19.5,19.11,19.33,845257
2010-08-16,19.01,19.33,19.01,19.16,1047427
2010-08-17,19.05,19.05,19.05,19.05,600450
2010-08-18,18.75,19.3,18.75,19.3,2391438
2010-08-19,19.2,19.27,19.2,19.27,903959
2010-08-20,19.29,19.29,19.27,19.27,825676
2010-08-23,19.05,19.05,18.85,18.85,1232696
2010-08-24,17.91,17.96,17.91,17.94,1703748
2010-08-25,17.05,17.07,17.05,17.05,2334895
